,formation,gk rating,defence rating,midfield rating,attack rating,net stamina,net physicallity,away formation,away gk rating,away defence rating,away midfield rating,away attack rating,away net stamina,away net physicallity,home goals,away goals
0,3-4-3,165,601,133,370,2237,2258,4-4-1-1,285,588,435,370,2314,2342,4,3
1,4-4-2,277,435,282,278,2224,2210,3-5-2,228,491,285,232,2277,2216,0,2
2,3-4-3,312,300,260,340,2232,2267,4-4-1-1,214,485,237,387,2255,2233,2,3
3,3-5-2,145,381,292,215,2217,2322,4-2-3-1,315,602,206,150,2095,2258,0,3
4,3-4-3,226,483,146,152,2346,2317,3-4-3,278,491,357,211,2011,2188,1,0
5,4-2-3-1,218,849,190,291,2219,2211,4-3-3,287,639,193,215,2149,2304,0,0
6,4-3-3,224,518,75,353,2282,2445,4-3-3,301,462,83,311,2268,2290,3,3
7,4-1-4-1,311,401,295,135,1893,1985,4-4-2,402,469,213,298,2128,2199,1,0
8,4-5-1,241,485,80,243,2377,2358,4-2-3-1,218,446,118,297,2169,2207,4,0
9,4-2-3-1,203,508,405,150,2171,2212,4-2-3-1,346,459,0,277,2223,2208,0,2
10,4-4-1-1,402,469,213,298,2128,2199,4-3-3,224,518,75,353,2282,2445,0,2
11,4-4-2,214,485,237,387,2255,2233,4-1-4-1,311,401,295,135,1893,1985,0,1
12,4-4-1-1,285,588,435,370,2314,2342,4-4-1-1,277,435,282,278,2224,2210,2,0
13,4-3-3,301,462,83,311,2268,2290,3-5-2,145,381,292,215,2217,2322,1,0
14,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,218,446,118,297,2169,2207,3,2
15,3-4-3,278,491,357,211,2011,2188,3-4-3,165,601,133,370,2237,2258,1,0
16,3-5-2,287,639,193,215,2149,2304,4-2-3-1,241,485,80,243,2377,2358,0,4
17,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,203,508,405,150,2171,2212,1,0
18,4-3-2-1,346,459,0,277,2223,2208,3-5-1-1,312,300,260,340,2232,2267,1,2
19,3-5-2,228,491,285,232,2277,2216,3-5-2,226,483,146,152,2346,2317,1,1
20,3-5-2,402,469,213,298,2128,2199,4-3-3,228,491,285,232,2277,2216,1,2
21,3-5-2,145,381,292,215,2217,2322,3-5-2,287,639,193,215,2149,2304,0,2
22,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,218,849,190,291,2219,2211,0,0
23,4-2-3-1,241,485,80,243,2377,2358,4-4-1-1,285,588,435,370,2314,2342,2,0
24,4-2-3-1,203,508,405,150,2171,2212,4-2-3-1,218,446,118,297,2169,2207,3,0
25,4-2-3-1,224,518,75,353,2282,2445,4-4-1-1,277,435,282,278,2224,2210,0,0
26,3-4-3,312,300,260,340,2232,2267,3-4-3,226,483,146,152,2346,2317,2,0
27,4-3-3,301,462,83,311,2268,2290,3-4-3,165,601,133,370,2237,2258,4,0
28,4-2-3-1,346,459,0,277,2223,2208,4-4-1-1,214,485,237,387,2255,2233,1,1
29,4-2-3-1,311,401,295,135,1893,1985,3-4-3,278,491,357,211,2011,2188,1,1
30,3-4-3,165,601,133,370,2237,2258,3-5-2,402,469,213,298,2128,2199,3,0
31,4-4-2,277,435,282,278,2224,2210,4-1-4-1,311,401,295,135,1893,1985,3,1
32,4-2-3-1,226,483,146,152,2346,2317,3-5-1-1,346,459,0,277,2223,2208,0,3
33,4-4-2,285,588,435,370,2314,2342,3-4-3,312,300,260,340,2232,2267,1,2
34,5-3-2,228,491,285,232,2277,2216,4-3-3,301,462,83,311,2268,2290,5,0
35,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,224,518,75,353,2282,2445,0,2
36,3-4-3,278,491,357,211,2011,2188,4-3-3,241,485,80,243,2377,2358,2,2
37,4-4-2,214,485,237,387,2255,2233,4-3-3,145,381,292,215,2217,2322,1,0
38,4-3-1-2,287,639,193,215,2149,2304,4-2-3-1,203,508,405,150,2171,2212,0,1
39,3-4-3,218,446,118,297,2169,2207,4-2-3-1,315,602,206,150,2095,2258,2,0
40,4-4-1-1,402,469,213,298,2128,2199,4-4-2,277,435,282,278,2224,2210,2,1
41,4-2-3-1,145,381,292,215,2217,2322,4-2-3-1,218,849,190,291,2219,2211,0,1
42,4-2-3-1,315,602,206,150,2095,2258,4-4-2,285,588,435,370,2314,2342,1,1
43,4-3-3,301,462,83,311,2268,2290,4-4-1-1,214,485,237,387,2255,2233,1,1
44,4-2-3-1,203,508,405,150,2171,2212,3-4-3,278,491,357,211,2011,2188,2,1
45,3-5-1-1,346,459,0,277,2223,2208,3-5-2,287,639,193,215,2149,2304,0,0
46,4-2-3-1,224,518,75,353,2282,2445,4-3-3,228,491,285,232,2277,2216,0,6
47,4-2-3-1,311,401,295,135,1893,1985,3-4-3,218,446,118,297,2169,2207,0,0
48,3-4-3,312,300,260,340,2232,2267,3-4-3,165,601,133,370,2237,2258,0,0
49,4-2-3-1,241,485,80,243,2377,2358,3-4-3,226,483,146,152,2346,2317,4,0
50,4-3-2-1,214,485,237,387,2255,2233,4-2-3-1,315,602,206,150,2095,2258,0,0
51,4-3-3,226,483,146,152,2346,2317,4-4-1-1,402,469,213,298,2128,2199,2,1
52,4-4-1-1,285,588,435,370,2314,2342,4-3-3,301,462,83,311,2268,2290,2,3
53,4-3-3,228,491,285,232,2277,2216,4-2-3-1,145,381,292,215,2217,2322,5,0
54,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,241,485,80,243,2377,2358,0,1
55,3-4-3,278,491,357,211,2011,2188,3-4-3,312,300,260,340,2232,2267,0,4
56,3-5-2,287,639,193,215,2149,2304,4-2-3-1,224,518,75,353,2282,2445,1,2
57,3-4-3,218,446,118,297,2169,2207,3-5-1-1,346,459,0,277,2223,2208,2,3
58,4-4-1-1,277,435,282,278,2224,2210,4-2-3-1,203,508,405,150,2171,2212,1,0
59,3-4-3,165,601,133,370,2237,2258,3-5-2,311,401,295,135,1893,1985,2,0
60,4-5-1,402,469,213,298,2128,2199,4-4-2,285,588,435,370,2314,2342,0,0
61,3-5-1-1,312,300,260,340,2232,2267,4-3-3,228,491,285,232,2277,2216,0,1
62,4-2-3-1,315,602,206,150,2095,2258,3-4-3,346,459,0,277,2223,2208,0,4
63,4-5-1,241,485,80,243,2377,2358,4-3-3,145,381,292,215,2217,2322,4,0
64,3-4-3,278,491,357,211,2011,2188,4-2-3-1,218,849,190,291,2219,2211,2,1
65,4-2-3-1,311,401,295,135,1893,1985,4-2-3-1,224,518,75,353,2282,2445,2,2
66,4-4-2,218,446,118,297,2169,2207,4-3-3,287,639,193,215,2149,2304,1,0
67,3-4-3,165,601,133,370,2237,2258,4-5-1,277,435,282,278,2224,2210,2,0
68,4-2-2-2,226,483,146,152,2346,2317,4-4-1-1,214,485,237,387,2255,2233,0,1
69,4-2-3-1,203,508,405,150,2171,2212,4-3-3,301,462,83,311,2268,2290,1,1
70,4-4-1-1,214,485,237,387,2255,2233,4-4-2,218,446,118,297,2169,2207,1,1
71,4-4-2,145,381,292,215,2217,2322,3-4-3,312,300,260,340,2232,2267,2,1
72,4-3-3,301,462,83,311,2268,2290,4-2-3-1,241,485,80,243,2377,2358,0,0
73,4-3-3,228,491,285,232,2277,2216,4-4-1-1,278,491,357,211,2011,2188,7,2
74,4-1-2-3,287,639,193,215,2149,2304,4-2-3-1,315,602,206,150,2095,2258,2,0
75,4-2-3-1,346,459,0,277,2223,2208,5-3-2,402,469,213,298,2128,2199,1,0
76,3-4-3,224,518,75,353,2282,2445,3-4-3,165,601,133,370,2237,2258,2,1
77,4-4-2,277,435,282,278,2224,2210,4-2-3-1,226,483,146,152,2346,2317,1,1
78,4-4-2,218,849,190,291,2219,2211,4-4-2,203,508,405,150,2171,2212,2,2
79,4-2-3-1,285,588,435,370,2314,2342,4-3-2-1,311,401,295,135,1893,1985,1,1
80,4-2-3-1,218,446,118,297,2169,2207,4-4-2,277,435,282,278,2224,2210,0,3
81,3-4-3,312,300,260,340,2232,2267,3-4-3,224,518,75,353,2282,2445,4,2
82,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,241,485,80,243,2377,2358,2,1
83,4-3-3,228,491,285,232,2277,2216,4-4-1-1,214,485,237,387,2255,2233,3,0
84,4-2-3-1,203,508,405,150,2171,2212,4-2-2-2,145,381,292,215,2217,2322,1,0
85,4-3-3,218,849,190,291,2219,2211,4-3-2-1,311,401,295,135,1893,1985,1,0
86,3-4-3,278,491,357,211,2011,2188,4-4-2,402,469,213,298,2128,2199,1,2
87,4-3-3,287,639,193,215,2149,2304,4-4-2,285,588,435,370,2314,2342,1,2
88,3-4-3,226,483,146,152,2346,2317,3-4-3,165,601,133,370,2237,2258,2,5
89,3-5-2,346,459,0,277,2223,2208,4-3-3,301,462,83,311,2268,2290,4,1
90,3-4-3,165,601,133,370,2237,2258,3-5-2,287,639,193,215,2149,2304,2,1
91,3-4-1-2,402,469,213,298,2128,2199,3-4-3,312,300,260,340,2232,2267,0,1
92,4-4-2,145,381,292,215,2217,2322,3-5-2,218,446,118,297,2169,2207,2,2
93,4-3-3,301,462,83,311,2268,2290,4-5-1,315,602,206,150,2095,2258,3,0
94,5-3-2,241,485,80,243,2377,2358,5-3-2,346,459,0,277,2223,2208,1,0
95,4-2-3-1,224,518,75,353,2282,2445,3-4-3,278,491,357,211,2011,2188,0,1
96,3-5-2,311,401,295,135,1893,1985,4-3-3,228,491,285,232,2277,2216,2,3
97,4-4-2,277,435,282,278,2224,2210,4-1-4-1,218,849,190,291,2219,2211,1,1
98,5-3-2,285,588,435,370,2314,2342,4-4-1-1,226,483,146,152,2346,2317,2,0
99,4-4-2,214,485,237,387,2255,2233,4-2-3-1,203,508,405,150,2171,2212,1,0
100,4-4-2,315,602,206,150,2095,2258,3-3-2-2,311,401,295,135,1893,1985,1,0
101,4-4-2,203,508,405,150,2171,2212,4-4-2,402,469,213,298,2128,2199,0,1
102,4-2-3-1,218,849,190,291,2219,2211,4-5-1,214,485,237,387,2255,2233,0,1
103,3-4-3,278,491,357,211,2011,2188,4-4-2,285,588,435,370,2314,2342,2,2
104,4-3-3,287,639,193,215,2149,2304,4-4-2,277,435,282,278,2224,2210,0,1
105,3-4-3,218,446,118,297,2169,2207,4-2-2-2,301,462,83,311,2268,2290,1,4
106,3-5-2,312,300,260,340,2232,2267,5-3-2,241,485,80,243,2377,2358,1,0
107,4-3-2-1,226,483,146,152,2346,2317,4-3-3,224,518,75,353,2282,2445,3,2
108,4-3-3,228,491,285,232,2277,2216,3-4-3,165,601,133,370,2237,2258,3,1
109,3-5-1-1,346,459,0,277,2223,2208,4-4-2,145,381,292,215,2217,2322,1,0
110,3-4-3,165,601,133,370,2237,2258,5-3-2,346,459,0,277,2223,2208,2,0
111,4-4-1-1,402,469,213,298,2128,2199,4-2-3-1,315,602,206,150,2095,2258,4,0
112,4-4-2,214,485,237,387,2255,2233,4-3-3,287,639,193,215,2149,2304,2,0
113,4-4-2,145,381,292,215,2217,2322,4-3-3,226,483,146,152,2346,2317,2,2
114,4-4-1-1,285,588,435,370,2314,2342,4-3-3,228,491,285,232,2277,2216,0,2
115,4-3-3,301,462,83,311,2268,2290,4-2-3-1,218,849,190,291,2219,2211,3,0
116,4-2-3-1,241,485,80,243,2377,2358,4-4-2,203,508,405,150,2171,2212,4,1
117,3-5-2,311,401,295,135,1893,1985,3-5-1-1,312,300,260,340,2232,2267,0,4
118,3-4-3,224,518,75,353,2282,2445,4-3-3,218,446,118,297,2169,2207,2,0
119,4-4-1-1,277,435,282,278,2224,2210,3-4-3,278,491,357,211,2011,2188,2,2
120,4-2-3-1,218,446,118,297,2169,2207,4-4-1-1,285,588,435,370,2314,2342,1,1
121,4-2-2-2,145,381,292,215,2217,2322,3-4-3,278,491,357,211,2011,2188,2,1
122,4-3-3,301,462,83,311,2268,2290,3-5-1-1,312,300,260,340,2232,2267,1,1
123,4-2-3-1,241,485,80,243,2377,2358,4-5-1,277,435,282,278,2224,2210,1,0
124,4-4-2,203,508,405,150,2171,2212,3-4-3,224,518,75,353,2282,2445,0,3
125,4-4-2,287,639,193,215,2149,2304,4-4-1-1,402,469,213,298,2128,2199,0,0
126,3-5-2,346,459,0,277,2223,2208,3-5-2,311,401,295,135,1893,1985,1,1
127,4-4-1-1,214,485,237,387,2255,2233,3-4-3,165,601,133,370,2237,2258,0,1
128,4-5-1,315,602,206,150,2095,2258,4-3-3,228,491,285,232,2277,2216,1,2
129,4-2-3-1,218,849,190,291,2219,2211,4-4-2,226,483,146,152,2346,2317,4,1
130,4-4-1-1,277,435,282,278,2224,2210,4-4-2,145,381,292,215,2217,2322,0,0
131,4-4-1-1,285,588,435,370,2314,2342,3-5-2,346,459,0,277,2223,2208,2,1
132,3-5-2,224,518,75,353,2282,2445,3-4-3,241,485,80,243,2377,2358,2,4
133,3-4-3,311,401,295,135,1893,1985,4-2-3-1,203,508,405,150,2171,2212,2,2
134,3-4-3,165,601,133,370,2237,2258,3-4-3,315,602,206,150,2095,2258,5,0
135,4-4-2,402,469,213,298,2128,2199,4-4-1-1,214,485,237,387,2255,2233,1,2
136,5-4-1,312,300,260,340,2232,2267,4-4-2,287,639,193,215,2149,2304,1,0
137,4-1-4-1,226,483,146,152,2346,2317,4-1-4-1,218,446,118,297,2169,2207,4,0
138,4-3-3,228,491,285,232,2277,2216,5-4-1,218,849,190,291,2219,2211,2,1
139,3-4-3,278,491,357,211,2011,2188,4-2-3-1,301,462,83,311,2268,2290,0,3
140,3-4-3,165,601,133,370,2237,2258,3-4-3,241,485,80,243,2377,2358,1,3
141,4-4-2,277,435,282,278,2224,2210,3-5-2,301,462,83,311,2268,2290,1,5
142,3-5-2,312,300,260,340,2232,2267,3-4-3,203,508,405,150,2171,2212,3,1
143,4-1-4-1,226,483,146,152,2346,2317,4-2-3-1,315,602,206,150,2095,2258,2,0
144,4-4-1-1,285,588,435,370,2314,2342,4-4-1-1,214,485,237,387,2255,2233,1,0
145,4-4-2,278,491,357,211,2011,2188,4-4-2,287,639,193,215,2149,2304,2,1
146,3-4-3,224,518,75,353,2282,2445,4-2-3-1,346,459,0,277,2223,2208,1,1
147,4-3-3,311,401,295,135,1893,1985,4-4-2,145,381,292,215,2217,2322,0,0
148,4-4-1-1,402,469,213,298,2128,2199,4-2-3-1,218,849,190,291,2219,2211,1,1
149,4-3-3,228,491,285,232,2277,2216,5-3-2,218,446,118,297,2169,2207,2,1
150,4-2-3-1,214,485,237,387,2255,2233,4-2-3-1,224,518,75,353,2282,2445,1,0
151,4-2-2-2,145,381,292,215,2217,2322,4-2-2-2,402,469,213,298,2128,2199,2,2
152,4-2-3-1,315,602,206,150,2095,2258,4-4-1-1,277,435,282,278,2224,2210,2,0
153,4-4-1-1,203,508,405,150,2171,2212,4-4-1-1,285,588,435,370,2314,2342,2,3
154,4-3-3,287,639,193,215,2149,2304,4-4-2,311,401,295,135,1893,1985,1,0
155,4-2-3-1,346,459,0,277,2223,2208,3-4-3,278,491,357,211,2011,2188,5,1
156,3-4-3,218,446,118,297,2169,2207,3-5-2,312,300,260,340,2232,2267,1,0
157,4-3-3,301,462,83,311,2268,2290,4-4-2,226,483,146,152,2346,2317,1,1
158,4-2-3-1,241,485,80,243,2377,2358,4-3-3,228,491,285,232,2277,2216,1,2
159,4-2-3-1,218,849,190,291,2219,2211,3-4-3,165,601,133,370,2237,2258,1,1
160,4-4-1-1,214,485,237,387,2255,2233,4-4-2,278,491,357,211,2011,2188,1,0
161,4-4-2,145,381,292,215,2217,2322,3-4-3,224,518,75,353,2282,2445,2,1
162,4-5-1,315,602,206,150,2095,2258,3-4-3,312,300,260,340,2232,2267,1,3
163,4-4-2,301,462,83,311,2268,2290,4-3-2-1,311,401,295,135,1893,1985,0,0
164,4-2-3-1,241,485,80,243,2377,2358,4-4-1-1,402,469,213,298,2128,2199,1,0
165,4-2-3-1,203,508,405,150,2171,2212,4-2-3-1,226,483,146,152,2346,2317,0,1
166,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,285,588,435,370,2314,2342,1,4
167,4-5-1,287,639,193,215,2149,2304,4-3-3,228,491,285,232,2277,2216,0,4
168,4-2-3-1,346,459,0,277,2223,2208,4-3-2-1,277,435,282,278,2224,2210,2,0
169,5-3-2,218,446,118,297,2169,2207,4-3-3,165,601,133,370,2237,2258,0,0
170,4-3-3,165,601,133,370,2237,2258,4-4-2,203,508,405,150,2171,2212,1,0
171,4-2-3-1,277,435,282,278,2224,2210,4-2-3-1,214,485,237,387,2255,2233,0,0
172,3-4-3,312,300,260,340,2232,2267,3-4-3,218,849,190,291,2219,2211,1,0
173,4-2-3-1,285,588,435,370,2314,2342,4-2-2-2,145,381,292,215,2217,2322,0,3
174,4-3-3,228,491,285,232,2277,2216,4-3-3,346,459,0,277,2223,2208,4,1
175,4-2-2-2,278,491,357,211,2011,2188,3-4-1-2,218,446,118,297,2169,2207,0,3
176,3-4-3,224,518,75,353,2282,2445,4-2-2-2,315,602,206,150,2095,2258,1,4
177,4-4-1-1,402,469,213,298,2128,2199,4-3-3,301,462,83,311,2268,2290,0,4
178,4-3-3,311,401,295,135,1893,1985,4-2-3-1,241,485,80,243,2377,2358,1,2
179,4-2-3-1,226,483,146,152,2346,2317,4-3-3,287,639,193,215,2149,2304,3,1
180,4-2-3-1,165,601,133,370,2237,2258,4-2-3-1,301,462,83,311,2268,2290,3,3
181,4-4-1-1,277,435,282,278,2224,2210,4-2-3-1,224,518,75,353,2282,2445,1,0
182,4-4-1-1,214,485,237,387,2255,2233,4-2-3-1,346,459,0,277,2223,2208,0,3
183,4-1-4-1,226,483,146,152,2346,2317,3-4-3,312,300,260,340,2232,2267,0,0
184,4-2-3-1,285,588,435,370,2314,2342,4-2-3-1,241,485,80,243,2377,2358,2,2
185,4-3-3,228,491,285,232,2277,2216,3-4-3,402,469,213,298,2128,2199,4,0
186,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,315,602,206,150,2095,2258,1,1
187,4-2-3-1,278,491,357,211,2011,2188,4-4-2,311,401,295,135,1893,1985,3,1
188,4-3-3,287,639,193,215,2149,2304,4-4-2,145,381,292,215,2217,2322,1,1
189,3-4-3,218,446,118,297,2169,2207,4-4-2,203,508,405,150,2171,2212,2,3
190,4-4-1-1,402,469,213,298,2128,2199,3-4-3,218,446,118,297,2169,2207,3,3
191,3-5-1-1,312,300,260,340,2232,2267,4-5-1,277,435,282,278,2224,2210,2,0
192,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,278,491,357,211,2011,2188,1,1
193,4-3-3,301,462,83,311,2268,2290,4-5-1,287,639,193,215,2149,2304,5,0
194,4-2-3-1,241,485,80,243,2377,2358,4-1-4-1,214,485,237,387,2255,2233,2,2
195,4-2-3-1,346,459,0,277,2223,2208,4-1-4-1,218,849,190,291,2219,2211,5,2
196,4-3-3,224,518,75,353,2282,2445,4-2-3-1,285,588,435,370,2314,2342,2,1
197,4-4-2,311,401,295,135,1893,1985,3-5-2,226,483,146,152,2346,2317,0,0
198,3-4-3,203,508,405,150,2171,2212,4-3-3,228,491,285,232,2277,2216,0,1
199,4-4-2,145,381,292,215,2217,2322,3-4-3,165,601,133,370,2237,2258,2,3
200,4-4-1-1,402,469,213,298,2128,2199,4-3-3,226,483,146,152,2346,2317,2,1
201,3-4-3,312,300,260,340,2232,2267,4-2-3-1,278,491,357,211,2011,2188,5,0
202,4-2-3-1,315,602,206,150,2095,2258,4-4-1-1,214,485,237,387,2255,2233,0,0
203,4-3-3,301,462,83,311,2268,2290,4-4-2,285,588,435,370,2314,2342,2,1
204,4-3-3,241,485,80,243,2377,2358,4-2-3-1,218,849,190,291,2219,2211,0,0
205,4-4-2,203,508,405,150,2171,2212,4-4-1-1,277,435,282,278,2224,2210,0,0
206,4-2-3-1,224,518,75,353,2282,2445,4-4-2,287,639,193,215,2149,2304,1,2
207,4-3-3,145,381,292,215,2217,2322,4-3-3,228,491,285,232,2277,2216,0,0
208,5-3-2,311,401,295,135,1893,1985,3-4-3,165,601,133,370,2237,2258,1,1
209,4-4-1-1,277,435,282,278,2224,2210,4-4-2,402,469,213,298,2128,2199,2,2
210,4-2-3-1,214,485,237,387,2255,2233,4-2-3-1,301,462,83,311,2268,2290,1,2
211,4-2-3-1,226,483,146,152,2346,2317,4-3-3,241,485,80,243,2377,2358,0,2
212,4-4-2,285,588,435,370,2314,2342,4-2-3-1,315,602,206,150,2095,2258,3,0
213,4-3-3,278,491,357,211,2011,2188,4-2-3-1,203,508,405,150,2171,2212,0,1
214,4-3-3,228,491,285,232,2277,2216,4-2-3-1,224,518,75,353,2282,2445,3,1
215,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,145,381,292,215,2217,2322,1,2
216,5-3-2,287,639,193,215,2149,2304,4-2-3-1,346,459,0,277,2223,2208,0,2
217,3-4-3,218,446,118,297,2169,2207,4-2-3-1,311,401,295,135,1893,1985,2,1
218,3-4-3,165,601,133,370,2237,2258,3-5-2,312,300,260,340,2232,2267,2,2
219,4-2-3-1,346,459,0,277,2223,2208,3-5-2,218,446,118,297,2169,2207,1,1
220,3-5-1-1,312,300,260,340,2232,2267,4-4-1-1,285,588,435,370,2314,2342,0,0
221,4-4-2,145,381,292,215,2217,2322,4-2-3-1,214,485,237,387,2255,2233,1,0
222,4-2-3-1,315,602,206,150,2095,2258,3-5-1-1,218,446,118,297,2169,2207,1,4
223,4-2-3-1,203,508,405,150,2171,2212,4-4-2,287,639,193,215,2149,2304,1,1
224,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,226,483,146,152,2346,2317,4,0
225,4-2-3-1,224,518,75,353,2282,2445,4-2-3-1,218,849,190,291,2219,2211,2,2
226,4-4-2,311,401,295,135,1893,1985,4-1-4-1,277,435,282,278,2224,2210,2,0
227,3-4-3,402,469,213,298,2128,2199,3-4-3,165,601,133,370,2237,2258,2,1
228,4-3-3,301,462,83,311,2268,2290,4-3-3,228,491,285,232,2277,2216,4,3
229,4-2-3-1,241,485,80,243,2377,2358,4-2-3-1,278,491,357,211,2011,2188,3,0
230,4-1-4-1,165,601,133,370,2237,2258,4-4-2,145,381,292,215,2217,2322,4,1
231,3-5-2,277,435,282,278,2224,2210,3-4-3,312,300,260,340,2232,2267,0,4
232,4-4-1-1,214,485,237,387,2255,2233,4-3-3,241,485,80,243,2377,2358,0,1
233,4-2-3-1,226,483,146,152,2346,2317,4-4-2,311,401,295,135,1893,1985,1,1
234,4-4-1-1,285,588,435,370,2314,2342,4-2-3-1,224,518,75,353,2282,2445,2,0
235,4-3-3,228,491,285,232,2277,2216,3-4-3,203,508,405,150,2171,2212,3,1
236,4-2-3-1,278,491,357,211,2011,2188,4-2-3-1,315,602,206,150,2095,2258,2,0
237,3-5-1-1,218,446,118,297,2169,2207,3-4-3,402,469,213,298,2128,2199,1,1
238,4-2-3-1,218,849,190,291,2219,2211,4-2-3-1,346,459,0,277,2223,2208,1,1
239,3-4-3,287,639,193,215,2149,2304,4-2-3-1,301,462,83,311,2268,2290,1,0
240,3-5-2,315,602,206,150,2095,2258,4-3-3,301,462,83,311,2268,2290,0,3
241,3-4-3,287,639,193,215,2149,2304,4-3-3,165,601,133,370,2237,2258,3,1
242,3-4-3,218,446,118,297,2169,2207,4-4-2,145,381,292,215,2217,2322,1,1
243,3-4-3,312,300,260,340,2232,2267,3-4-3,402,469,213,298,2128,2199,0,3
244,4-2-3-1,226,483,146,152,2346,2317,4-2-3-1,285,588,435,370,2314,2342,2,1
245,4-3-3,228,491,285,232,2277,2216,4-4-1-1,311,401,295,135,1893,1985,3,0
246,4-4-1-1,203,508,405,150,2171,2212,4-4-1-1,214,485,237,387,2255,2233,1,1
247,4-2-3-1,218,849,190,291,2219,2211,4-4-2,277,435,282,278,2224,2210,1,1
248,4-2-3-1,278,491,357,211,2011,2188,4-3-3,224,518,75,353,2282,2445,0,0
249,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,241,485,80,243,2377,2358,2,0
250,4-2-3-1,165,601,133,370,2237,2258,3-4-3,226,483,146,152,2346,2317,5,1
251,3-4-3,402,469,213,298,2128,2199,4-3-3,278,491,357,211,2011,2188,2,1
252,4-4-1-1,277,435,282,278,2224,2210,3-4-3,218,446,118,297,2169,2207,3,1
253,4-4-2,214,485,237,387,2255,2233,4-3-3,228,491,285,232,2277,2216,1,1
254,4-4-2,285,588,435,370,2314,2342,5-4-1,287,639,193,215,2149,2304,1,1
255,4-2-3-1,241,485,80,243,2377,2358,4-1-4-1,315,602,206,150,2095,2258,2,0
256,4-4-2,311,401,295,135,1893,1985,4-5-1,218,849,190,291,2219,2211,2,3
257,4-4-2,145,381,292,215,2217,2322,4-4-1-1,203,508,405,150,2171,2212,1,1
258,4-3-3,301,462,83,311,2268,2290,4-4-2,346,459,0,277,2223,2208,2,2
259,3-4-3,224,518,75,353,2282,2445,3-4-3,312,300,260,340,2232,2267,4,1
260,4-3-3,226,483,146,152,2346,2317,4-3-3,145,381,292,215,2217,2322,3,1
261,4-3-3,228,491,285,232,2277,2216,3-5-2,285,588,435,370,2314,2342,5,1
262,4-3-3,278,491,357,211,2011,2188,4-4-1-1,277,435,282,278,2224,2210,1,1
263,5-4-1,287,639,193,215,2149,2304,4-4-2,214,485,237,387,2255,2233,1,0
264,4-2-3-1,346,459,0,277,2223,2208,4-3-3,165,601,133,370,2237,2258,1,0
265,3-4-3,218,446,118,297,2169,2207,3-4-3,224,518,75,353,2282,2445,2,0
266,4-2-3-1,315,602,206,150,2095,2258,3-4-3,402,469,213,298,2128,2199,4,1
267,4-4-1-1,203,508,405,150,2171,2212,4-5-1,241,485,80,243,2377,2358,1,0
268,4-2-3-1,218,849,190,291,2219,2211,4-3-3,301,462,83,311,2268,2290,0,2
269,3-4-3,312,300,260,340,2232,2267,5-3-2,311,401,295,135,1893,1985,3,0
270,4-4-1-1,402,469,213,298,2128,2199,4-4-1-1,203,508,405,150,2171,2212,2,2
271,4-4-2,277,435,282,278,2224,2210,5-4-1,287,639,193,215,2149,2304,4,1
272,4-4-1-1,214,485,237,387,2255,2233,4-2-3-1,218,849,190,291,2219,2211,1,1
273,4-2-3-1,285,588,435,370,2314,2342,4-1-4-1,278,491,357,211,2011,2188,1,1
274,4-3-3,301,462,83,311,2268,2290,3-4-3,218,446,118,297,2169,2207,4,1
275,4-5-1,224,518,75,353,2282,2445,4-3-3,226,483,146,152,2346,2317,1,0
276,4-4-2,311,401,295,135,1893,1985,4-2-3-1,315,602,206,150,2095,2258,1,2
277,4-3-3,145,381,292,215,2217,2322,4-2-3-1,346,459,0,277,2223,2208,0,1
278,4-4-2,241,485,80,243,2377,2358,3-4-3,312,300,260,340,2232,2267,2,1
279,4-2-3-1,165,601,133,370,2237,2258,4-3-3,228,491,285,232,2277,2216,0,3
280,4-4-2,214,485,237,387,2255,2233,4-3-3,226,483,146,152,2346,2317,2,1
281,4-3-3,285,588,435,370,2314,2342,4-4-1-1,402,469,213,298,2128,2199,1,1
282,4-3-3,301,462,83,311,2268,2290,3-4-3,203,508,405,150,2171,2212,2,0
283,4-2-3-1,218,849,190,291,2219,2211,4-1-4-1,278,491,357,211,2011,2188,0,0
284,3-4-3,287,639,193,215,2149,2304,3-4-3,218,446,118,297,2169,2207,4,1
285,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,315,602,206,150,2095,2258,2,0
286,4-2-3-1,224,518,75,353,2282,2445,4-3-3,311,401,295,135,1893,1985,1,0
287,4-4-1-1,277,435,282,278,2224,2210,4-2-3-1,165,601,133,370,2237,2258,2,1
288,4-3-3,228,491,285,232,2277,2216,3-4-3,312,300,260,340,2232,2267,1,0
289,4-4-2,145,381,292,215,2217,2322,4-3-3,241,485,80,243,2377,2358,2,3
290,3-4-3,312,300,260,340,2232,2267,4-4-2,145,381,292,215,2217,2322,2,1
